ID,Name,Age,Gender,City,Country,CreditCard,FullAddress,UserSignUpDate,UserLastPurchaseDate,UserStatus,UserTotalPurchases,UserSegment,UserLocation,UserSourceType,UserLastLoginDate,UserPurchaseFrequency,ProductName,Category,Subcategory,Price,DatePurchase,Quantity,Rating,Comment,DelayBetweenLastLoginSignUp,LastLoginPurchaseDelay
438,L5Su8xVgLkdF15VQDqwojA==,19,F,SANTIAGOCHESTER,BENIN,tXsADYyCPlbMiNJ6xSyv7HNoq+ebBYr5cZUMgDKVgfA=,6496 Stewart Drive Suite 680  North Michael  AS 21547,27-10-2022,13-01-2023,CHURNED,14,HIGH VALUE,CAMERONFURT,REFERRAL,15-03-2023,YEARLY,THE ART OF EDUCATIONAL,BOOKS,EDUCATIONAL,55,15-01-2021,1,2,BAR PRODUCTION EVEN LESS FOOD FROM.,5,2
469,B/jkqjpP+6aCqqpSrWiFAQ==,19,M,NEW JONATHAN,BENIN,gZb3rpvsffhbqniXHbVQ1XNoq+ebBYr5cZUMgDKVgfA=,2074 Cervantes Harbor  East Amberport  UT 74968,05-01-2023,04-07-2023,ACTIVE,8,FREQUENT SHOPPER,RODRIGUEZFORT,REFERRAL,23-08-2023,YEARLY,LAPTOPPRO,ELECTRONICS,LAPTOP,11,01-04-2023,2,6,REASON HUMAN ANALYSIS MIGHT ECONOMIC CASE GUY.,7,1
660,WGVYTvaL/rz9J8hlF982dw==,19,M,LAKE DAVID,BENIN,ucSGrfmD4JEfV68bXHMqinNoq+ebBYr5cZUMgDKVgfA=,12704 Neal Orchard Suite 234  Lopezton  MP 48259,18-09-2022,25-06-2023,ACTIVE,5,OCCASIONAL SHOPPER,EAST KYLECHESTER,PAID ADS,31-07-2023,YEARLY,UNKNOWN,GROCERY,BEVERAGES,140,07-11-2021,7,4,CHECK LAND THEORY PARTICULAR ACCEPT.,10,1
68,WED0suRRpXt2Q2QtDpYpBA==,63,F,KATHERINEFORT,EQUATORIAL GUINEA,1vod2/5H2EzmhUK3nlrU1HNoq+ebBYr5cZUMgDKVgfA=,0639 Herman Lodge  South Sheila  UT 92930,12-10-2022,15-11-2022,CHURNED,2,OCCASIONAL SHOPPER,JOHNSONVIEW,ORGANIC SEARCH,06-03-2023,YEARLY,SOFADELUXE,FURNITURE,SOFA,998,20-03-2022,8,2,OFFICE SEEM ECONOMY DECIDE CHILD ANY MOST.,5,4
250,7BJRt8C3ddxmxR4zTWNbMg==,63,M,JENNIFERBOROUGH,EQUATORIAL GUINEA,K5FsPUdyz4W+Po6P2mz2F3Noq+ebBYr5cZUMgDKVgfA=,8815 Burton Station  West Andrea  PW 73021,23-04-2022,07-01-2023,CHURNED,4,OCCASIONAL SHOPPER,PORT MONIQUE,ORGANIC SEARCH,14-07-2023,YEARLY,SPEAKERPRO,ELECTRONICS,SPEAKER,222,11-04-2022,2,1,SPACE AMERICAN EVEN TAX CENTRAL FEELING CONGRESS.,15,6
658,csiaqrzMsr6VNe9rn1wtng==,63,M,LAKE TARAVIEW,EQUATORIAL GUINEA,7A87b1WpCPSlNh4UarImB3Noq+ebBYr5cZUMgDKVgfA=,83226 Anderson Fort Apt. 858  Wendyside  CO 78204,31-01-2023,30-07-2023,ACTIVE,10,FREQUENT SHOPPER,JACKSONFORT,REFERRAL,04-08-2023,MONTHLY,PHONEPRO,ELECTRONICS,PHONE,184,31-03-2021,8,1,AHEAD ALONG BOY PAGE RAISE.,7,1
68,WED0suRRpXt2Q2QtDpYpBA==,63,F,KATHERINEFORT,EQUATORIAL GUINEA,1vod2/5H2EzmhUK3nlrU1HNoq+ebBYr5cZUMgDKVgfA=,0639 Herman Lodge  South Sheila  UT 92930,12-10-2022,15-11-2022,CHURNED,2,OCCASIONAL SHOPPER,JOHNSONVIEW,ORGANIC SEARCH,06-03-2023,YEARLY,SOFADELUXE,FURNITURE,SOFA,998,20-03-2022,8,2,OFFICE SEEM ECONOMY DECIDE CHILD ANY MOST.,5,4
250,7BJRt8C3ddxmxR4zTWNbMg==,63,M,JENNIFERBOROUGH,EQUATORIAL GUINEA,K5FsPUdyz4W+Po6P2mz2F3Noq+ebBYr5cZUMgDKVgfA=,8815 Burton Station  West Andrea  PW 73021,23-04-2022,07-01-2023,CHURNED,4,OCCASIONAL SHOPPER,PORT MONIQUE,ORGANIC SEARCH,14-07-2023,YEARLY,SPEAKERPRO,ELECTRONICS,SPEAKER,222,11-04-2022,2,1,SPACE AMERICAN EVEN TAX CENTRAL FEELING CONGRESS.,15,6
658,csiaqrzMsr6VNe9rn1wtng==,63,M,LAKE TARAVIEW,EQUATORIAL GUINEA,7A87b1WpCPSlNh4UarImB3Noq+ebBYr5cZUMgDKVgfA=,83226 Anderson Fort Apt. 858  Wendyside  CO 78204,31-01-2023,30-07-2023,ACTIVE,10,FREQUENT SHOPPER,JACKSONFORT,REFERRAL,04-08-2023,MONTHLY,PHONEPRO,ELECTRONICS,PHONE,184,31-03-2021,8,1,AHEAD ALONG BOY PAGE RAISE.,7,1
36,ew0UoYkxWgrHjaG0rBpDwQ==,40,M,SOUTH GLENDABERG,KUWAIT,jU9ZcZ6WzCWMA8u031da/nNoq+ebBYr5cZUMgDKVgfA=,246 Harmon Knoll Apt. 816  New Jacob  RI 02702,01-12-2022,16-06-2023,ACTIVE,9,FREQUENT SHOPPER,PORT DANIEL,PAID ADS,18-08-2023,YEARLY,EDUCATIONALTALES,BOOKS,EDUCATIONAL,34,05-08-2021,7,3,GREEN CAMPAIGN TOWARD DO SIMPLE RELATIONSHIP AMERICAN.,8,2
319,lASYFMnbruDzzxcQBGuYVXNoq+ebBYr5cZUMgDKVgfA=,40,F,ANDERSENBURY,KUWAIT,P4Q+PCLVcwkQCS3TwOavUHNoq+ebBYr5cZUMgDKVgfA=,60203 Fowler Land Suite 760  New Richard  NC 52307,04-08-2022,20-04-2023,CHURNED,15,HIGH VALUE,PORT SONYAFORT,PAID ADS,24-04-2023,YEARLY,SOFADELUXE,FURNITURE,SOFA,25,04-09-2021,3,3,CARRY TODAY CONSIDER SIX CAMERA SOON STRUCTURE.,8,0
519,bX57bRbjyzTML2/5sZN2iQ==,40,F,NORTH JEREMY,KUWAIT,AwavSu8KAFCPHjczw7FHtXNoq+ebBYr5cZUMgDKVgfA=,503 Morgan Neck  North Angela  KY 47994,08-10-2022,22-11-2022,CHURNED,7,FREQUENT SHOPPER,SOUTH ANTHONYMOUTH,REFERRAL,05-02-2023,YEARLY,SNACKSBURST,GROCERY,SNACKS,34,03-10-2022,4,1,POLICE SPACE TRY BRING MYSELF.,4,3
631,EhKkNp1BcUuYYiAQciF2iA==,40,F,WEST KATHRYNPORT,KUWAIT,qVYI6zQPI0C7N8FJ4zPBlXNoq+ebBYr5cZUMgDKVgfA=,0628 Vasquez Shoal  Lake Robert  AK 35358,11-01-2023,09-06-2023,ACTIVE,3,OCCASIONAL SHOPPER,CHRISTOPHERSHIRE,REFERRAL,11-06-2023,YEARLY,LAPTOPMASTER,ELECTRONICS,LAPTOP,39,01-01-2022,10,4,RELIGIOUS TIME LOT PRESSURE JOIN NIGHT WATER TEACH.,5,0
36,ew0UoYkxWgrHjaG0rBpDwQ==,40,M,SOUTH GLENDABERG,KUWAIT,jU9ZcZ6WzCWMA8u031da/nNoq+ebBYr5cZUMgDKVgfA=,246 Harmon Knoll Apt. 816  New Jacob  RI 02702,01-12-2022,16-06-2023,ACTIVE,9,FREQUENT SHOPPER,PORT DANIEL,PAID ADS,18-08-2023,YEARLY,EDUCATIONALTALES,BOOKS,EDUCATIONAL,34,05-08-2021,7,3,GREEN CAMPAIGN TOWARD DO SIMPLE RELATIONSHIP AMERICAN.,8,2
319,lASYFMnbruDzzxcQBGuYVXNoq+ebBYr5cZUMgDKVgfA=,40,F,ANDERSENBURY,KUWAIT,P4Q+PCLVcwkQCS3TwOavUHNoq+ebBYr5cZUMgDKVgfA=,60203 Fowler Land Suite 760  New Richard  NC 52307,04-08-2022,20-04-2023,CHURNED,15,HIGH VALUE,PORT SONYAFORT,PAID ADS,24-04-2023,YEARLY,SOFADELUXE,FURNITURE,SOFA,25,04-09-2021,3,3,CARRY TODAY CONSIDER SIX CAMERA SOON STRUCTURE.,8,0
519,bX57bRbjyzTML2/5sZN2iQ==,40,F,NORTH JEREMY,KUWAIT,AwavSu8KAFCPHjczw7FHtXNoq+ebBYr5cZUMgDKVgfA=,503 Morgan Neck  North Angela  KY 47994,08-10-2022,22-11-2022,CHURNED,7,FREQUENT SHOPPER,SOUTH ANTHONYMOUTH,REFERRAL,05-02-2023,YEARLY,SNACKSBURST,GROCERY,SNACKS,34,03-10-2022,4,1,POLICE SPACE TRY BRING MYSELF.,4,3
631,EhKkNp1BcUuYYiAQciF2iA==,40,F,WEST KATHRYNPORT,KUWAIT,qVYI6zQPI0C7N8FJ4zPBlXNoq+ebBYr5cZUMgDKVgfA=,0628 Vasquez Shoal  Lake Robert  AK 35358,11-01-2023,09-06-2023,ACTIVE,3,OCCASIONAL SHOPPER,CHRISTOPHERSHIRE,REFERRAL,11-06-2023,YEARLY,LAPTOPMASTER,ELECTRONICS,LAPTOP,39,01-01-2022,10,4,RELIGIOUS TIME LOT PRESSURE JOIN NIGHT WATER TEACH.,5,0
316,uAs+Z7MhgG8tVoU7EYxgJnNoq+ebBYr5cZUMgDKVgfA=,32,M,PORT BERNARDBOROUGH,CAMBODIA,xsXuW/YUjQcVC2WkBY77X3Noq+ebBYr5cZUMgDKVgfA=,831 Wendy Roads Apt. 800  Lake Emma  IA 90407,10-04-2022,07-05-2022,CHURNED,2,OCCASIONAL SHOPPER,KENDRAMOUTH,REFERRAL,28-08-2022,RARELY,LAPTOPMASTER,ELECTRONICS,LAPTOP,627,05-09-2020,3,1,SHORT FIRST IF RED HOW.,4,3
393,TJFwn8LlXLMQ9uFRrtjTNg==,46,M,LAKE ALLISONBURY,CAMBODIA,/gMYNBD3PCuH1eMRxeKhOXNoq+ebBYr5cZUMgDKVgfA=,4191 Garcia Port Suite 636  East Maria  OH 31027,24-05-2022,07-03-2023,CHURNED,13,HIGH VALUE,CHRISTOPHERSTAD,ORGANIC SEARCH,06-06-2023,YEARLY,NON-FICTIONGUIDE,BOOKS,NON-FICTION,794,18-10-2021,1,6,SAY REAL NOTHING TWO LARGE CHAIR.,13,3
483,KOXOn5czJ/iAxdcOGD67XivQdcFV3yD7pnDdVJnO/r8=,60,F,PORT GABRIEL,CAMBODIA,erQQqn+/dr/SzNYceprIvnNoq+ebBYr5cZUMgDKVgfA=,912 Rebecca Views  Brittanyside  DC 44113,24-11-2022,09-08-2023,ACTIVE,5,OCCASIONAL SHOPPER,EAST BRANDONLAND,REFERRAL,10-08-2023,MONTHLY,FRESHVEGETABLES,GROCERY,VEGETABLES,77,30-04-2022,4,4,IN ONCE IMAGE EASY YOURSELF.,9,0
316,uAs+Z7MhgG8tVoU7EYxgJnNoq+ebBYr5cZUMgDKVgfA=,32,M,PORT BERNARDBOROUGH,CAMBODIA,xsXuW/YUjQcVC2WkBY77X3Noq+ebBYr5cZUMgDKVgfA=,831 Wendy Roads Apt. 800  Lake Emma  IA 90407,10-04-2022,07-05-2022,CHURNED,2,OCCASIONAL SHOPPER,KENDRAMOUTH,REFERRAL,28-08-2022,RARELY,LAPTOPMASTER,ELECTRONICS,LAPTOP,627,05-09-2020,3,1,SHORT FIRST IF RED HOW.,4,3
393,TJFwn8LlXLMQ9uFRrtjTNg==,46,M,LAKE ALLISONBURY,CAMBODIA,/gMYNBD3PCuH1eMRxeKhOXNoq+ebBYr5cZUMgDKVgfA=,4191 Garcia Port Suite 636  East Maria  OH 31027,24-05-2022,07-03-2023,CHURNED,13,HIGH VALUE,CHRISTOPHERSTAD,ORGANIC SEARCH,06-06-2023,YEARLY,NON-FICTIONGUIDE,BOOKS,NON-FICTION,794,18-10-2021,1,6,SAY REAL NOTHING TWO LARGE CHAIR.,13,3
483,KOXOn5czJ/iAxdcOGD67XivQdcFV3yD7pnDdVJnO/r8=,60,F,PORT GABRIEL,CAMBODIA,erQQqn+/dr/SzNYceprIvnNoq+ebBYr5cZUMgDKVgfA=,912 Rebecca Views  Brittanyside  DC 44113,24-11-2022,09-08-2023,ACTIVE,5,OCCASIONAL SHOPPER,EAST BRANDONLAND,REFERRAL,10-08-2023,MONTHLY,FRESHVEGETABLES,GROCERY,VEGETABLES,77,30-04-2022,4,4,IN ONCE IMAGE EASY YOURSELF.,9,0
15,DYt4eri0X7Fu096/IDEVuA==,44,F,PORT NICOLE,PERU,6IDyjOj2M5fH9MWg0PJygXNoq+ebBYr5cZUMgDKVgfA=,1804 Gabriel Cliff Suite 457  Jerryport  IA 06813,30-12-2022,31-03-2023,CHURNED,10,FREQUENT SHOPPER,MAYVILLE,REFERRAL,08-06-2023,YEARLY,ULTRALAPTOP,ELECTRONICS,LAPTOP,458,11-01-2021,2,1,LEARN IF SIDE GROUND TEN BUY.,6,3
202,7vqApJMsTsuw8iU4Hq404g==,80,F,KIMBERLYFURT,PERU,3nYH4rBxYz2eF30wEl+RdHNoq+ebBYr5cZUMgDKVgfA=,06686 Ramirez Center Apt. 630  Jasmineburgh  MA 46691,17-03-2022,25-02-2023,CHURNED,4,OCCASIONAL SHOPPER,MARGARETFORT,REFERRAL,18-04-2023,YEARLY,FRESHVEGETABLES,GROCERY,VEGETABLES,19,26-10-2021,2,1,WAIT ESPECIALLY TREATMENT ANALYSIS CIVIL.,13,2
295,iEsujVHlDXfznOC+VxBzOQ==,80,M,LAKE LINDSAY,PERU,lFHvh8ByQf8fUsDsVWY9NnNoq+ebBYr5cZUMgDKVgfA=,317 Duncan Spur Suite 318  Lake Mariahtown  MP 81451,28-04-2022,06-10-2022,CHURNED,5,OCCASIONAL SHOPPER,PORT AMANDA,PAID ADS,23-01-2023,YEARLY,THE ART OF FICTION,BOOKS,FICTION,613,11-03-2023,4,3,PLAN AGREE CENTRAL PREVENT ADMIT.,9,3
595,j86nq9nE9ytnA7g5Ew7KJLHdYYw6a7xlehGeMxLqP24=,80,M,SOUTH KEITH,PERU,opnAyoihL4zc3ofxdJqGC3Noq+ebBYr5cZUMgDKVgfA=,73767 Kathryn Meadows Apt. 692  West Michelle  TN 45517,18-12-2021,21-09-2022,CHURNED,12,HIGH VALUE,COLEMANTOWN,ORGANIC SEARCH,24-07-2023,YEARLY,THE ART OF EDUCATIONAL,BOOKS,EDUCATIONAL,1,08-12-2021,2,5,THANK RECENT PEACE SITUATION.,19,10
15,DYt4eri0X7Fu096/IDEVuA==,44,F,PORT NICOLE,PERU,6IDyjOj2M5fH9MWg0PJygXNoq+ebBYr5cZUMgDKVgfA=,1804 Gabriel Cliff Suite 457  Jerryport  IA 06813,30-12-2022,31-03-2023,CHURNED,10,FREQUENT SHOPPER,MAYVILLE,REFERRAL,08-06-2023,YEARLY,ULTRALAPTOP,ELECTRONICS,LAPTOP,458,11-01-2021,2,1,LEARN IF SIDE GROUND TEN BUY.,6,3
202,7vqApJMsTsuw8iU4Hq404g==,80,F,KIMBERLYFURT,PERU,3nYH4rBxYz2eF30wEl+RdHNoq+ebBYr5cZUMgDKVgfA=,06686 Ramirez Center Apt. 630  Jasmineburgh  MA 46691,17-03-2022,25-02-2023,CHURNED,4,OCCASIONAL SHOPPER,MARGARETFORT,REFERRAL,18-04-2023,YEARLY,FRESHVEGETABLES,GROCERY,VEGETABLES,19,26-10-2021,2,1,WAIT ESPECIALLY TREATMENT ANALYSIS CIVIL.,13,2
295,iEsujVHlDXfznOC+VxBzOQ==,80,M,LAKE LINDSAY,PERU,lFHvh8ByQf8fUsDsVWY9NnNoq+ebBYr5cZUMgDKVgfA=,317 Duncan Spur Suite 318  Lake Mariahtown  MP 81451,28-04-2022,06-10-2022,CHURNED,5,OCCASIONAL SHOPPER,PORT AMANDA,PAID ADS,23-01-2023,YEARLY,THE ART OF FICTION,BOOKS,FICTION,613,11-03-2023,4,3,PLAN AGREE CENTRAL PREVENT ADMIT.,9,3
595,j86nq9nE9ytnA7g5Ew7KJLHdYYw6a7xlehGeMxLqP24=,80,M,SOUTH KEITH,PERU,opnAyoihL4zc3ofxdJqGC3Noq+ebBYr5cZUMgDKVgfA=,73767 Kathryn Meadows Apt. 692  West Michelle  TN 45517,18-12-2021,21-09-2022,CHURNED,12,HIGH VALUE,COLEMANTOWN,ORGANIC SEARCH,24-07-2023,YEARLY,THE ART OF EDUCATIONAL,BOOKS,EDUCATIONAL,1,08-12-2021,2,5,THANK RECENT PEACE SITUATION.,19,10
104,DeHi/RwQ/nrm6dDC7R34pg==,90,F,BENJAMINMOUTH,MYANMAR,8xyROz4UtMlOsBkhlggTOnNoq+ebBYr5cZUMgDKVgfA=,USNS Mcneil  FPO AP 42838,18-08-2022,02-06-2023,ACTIVE,5,OCCASIONAL SHOPPER,LEWISSTAD,REFERRAL,30-06-2023,YEARLY,NON-FICTIONGUIDE,BOOKS,NON-FICTION,57,25-09-2021,5,4,DETERMINE QUITE TOP POSITION END EXPERIENCE HOME.,10,0
593,2b1x5JaKBEw3M0dGtmmf+3Noq+ebBYr5cZUMgDKVgfA=,90,M,NEW HENRYHAVEN,MYANMAR,kPC+Y5VWzIrrW+SCOKv9tHNoq+ebBYr5cZUMgDKVgfA=,77209 Rachel Prairie Apt. 790  Cuevasborough  NH 06031,16-05-2022,17-12-2022,CHURNED,14,HIGH VALUE,JACKSONCHESTER,ORGANIC SEARCH,14-08-2023,YEARLY,PANTSFITS,CLOTHING,PANTS,90,06-10-2021,8,3,WORK PROVE PRACTICE ON FORGET AVOID DEVELOP.,15,8
104,DeHi/RwQ/nrm6dDC7R34pg==,90,F,BENJAMINMOUTH,MYANMAR,8xyROz4UtMlOsBkhlggTOnNoq+ebBYr5cZUMgDKVgfA=,USNS Mcneil  FPO AP 42838,18-08-2022,02-06-2023,ACTIVE,5,OCCASIONAL SHOPPER,LEWISSTAD,REFERRAL,30-06-2023,YEARLY,NON-FICTIONGUIDE,BOOKS,NON-FICTION,57,25-09-2021,5,4,DETERMINE QUITE TOP POSITION END EXPERIENCE HOME.,10,0
593,2b1x5JaKBEw3M0dGtmmf+3Noq+ebBYr5cZUMgDKVgfA=,90,M,NEW HENRYHAVEN,MYANMAR,kPC+Y5VWzIrrW+SCOKv9tHNoq+ebBYr5cZUMgDKVgfA=,77209 Rachel Prairie Apt. 790  Cuevasborough  NH 06031,16-05-2022,17-12-2022,CHURNED,14,HIGH VALUE,JACKSONCHESTER,ORGANIC SEARCH,14-08-2023,YEARLY,PANTSFITS,CLOTHING,PANTS,90,06-10-2021,8,3,WORK PROVE PRACTICE ON FORGET AVOID DEVELOP.,15,8
232,0UfXAnFZsS0+bNrWwNLoiA==,74,M,NEW ERIC,SLOVAKIA (SLOVAK REPUBLIC),sOwFr2T7Pf/DmI59YgE2pXNoq+ebBYr5cZUMgDKVgfA=,08750 Mckay Valleys Suite 525  Dennisfort  RI 79694,26-03-2023,11-06-2023,ACTIVE,5,OCCASIONAL SHOPPER,SOUTH ALAN,ORGANIC SEARCH,02-08-2023,YEARLY,NON-FICTIONGUIDE,BOOKS,NON-FICTION,41,03-07-2023,9,1,THEORY FREE CARD GROUP LETTER RESOURCE BRING.,5,2
457,H3sfkzkRuMSgiEBCcvbvKA==,74,F,NORTH MICHAELMOUTH,SLOVAKIA (SLOVAK REPUBLIC),lK7VoiTh9DAaJns8kTT+bnNoq+ebBYr5cZUMgDKVgfA=,9865 Sherri Streets Apt. 196  Amandatown  SC 13547,06-10-2022,05-05-2023,CHURNED,6,FREQUENT SHOPPER,LAKE DAVIDVIEW,ORGANIC SEARCH,28-05-2023,YEARLY,PHONEMASTER,ELECTRONICS,PHONE,206,08-06-2021,2,1,STUDENT NEW FINAL HARD THREE.,7,0
704,ecr2Z1TcGGLRcwR1sR4+v3Noq+ebBYr5cZUMgDKVgfA=,74,F,EAST KELLYMOUTH,SLOVAKIA (SLOVAK REPUBLIC),DIv+rQ7c+hfs7B9R7L3HFHNoq+ebBYr5cZUMgDKVgfA=,81030 Gibson Common  Port Jodimouth  VI 13360,11-01-2023,12-01-2023,CHURNED,7,FREQUENT SHOPPER,SHARONSHIRE,ORGANIC SEARCH,20-05-2023,YEARLY,LAPTOPMASTER,ELECTRONICS,LAPTOP,93,28-10-2020,1,4,ONE NEWS PREPARE SUCCESSFUL ADD POWER WHY OUT.,4,4
232,0UfXAnFZsS0+bNrWwNLoiA==,74,M,NEW ERIC,SLOVAKIA (SLOVAK REPUBLIC),sOwFr2T7Pf/DmI59YgE2pXNoq+ebBYr5cZUMgDKVgfA=,08750 Mckay Valleys Suite 525  Dennisfort  RI 79694,26-03-2023,11-06-2023,ACTIVE,5,OCCASIONAL SHOPPER,SOUTH ALAN,ORGANIC SEARCH,02-08-2023,YEARLY,NON-FICTIONGUIDE,BOOKS,NON-FICTION,41,03-07-2023,9,1,THEORY FREE CARD GROUP LETTER RESOURCE BRING.,5,2
457,H3sfkzkRuMSgiEBCcvbvKA==,74,F,NORTH MICHAELMOUTH,SLOVAKIA (SLOVAK REPUBLIC),lK7VoiTh9DAaJns8kTT+bnNoq+ebBYr5cZUMgDKVgfA=,9865 Sherri Streets Apt. 196  Amandatown  SC 13547,06-10-2022,05-05-2023,CHURNED,6,FREQUENT SHOPPER,LAKE DAVIDVIEW,ORGANIC SEARCH,28-05-2023,YEARLY,PHONEMASTER,ELECTRONICS,PHONE,206,08-06-2021,2,1,STUDENT NEW FINAL HARD THREE.,7,0
704,ecr2Z1TcGGLRcwR1sR4+v3Noq+ebBYr5cZUMgDKVgfA=,74,F,EAST KELLYMOUTH,SLOVAKIA (SLOVAK REPUBLIC),DIv+rQ7c+hfs7B9R7L3HFHNoq+ebBYr5cZUMgDKVgfA=,81030 Gibson Common  Port Jodimouth  VI 13360,11-01-2023,12-01-2023,CHURNED,7,FREQUENT SHOPPER,SHARONSHIRE,ORGANIC SEARCH,20-05-2023,YEARLY,LAPTOPMASTER,ELECTRONICS,LAPTOP,93,28-10-2020,1,4,ONE NEWS PREPARE SUCCESSFUL ADD POWER WHY OUT.,4,4
31,OCnfIW7ksHiuU5X9117aeA==,99,M,DUDLEYBOROUGH,REUNION,u7tAJlMT0r1sJhGodtoO3XNoq+ebBYr5cZUMgDKVgfA=,96972 Deborah Terrace Suite 935  New Julie  GA 32965,28-01-2022,30-10-2022,CHURNED,2,OCCASIONAL SHOPPER,LAKE CHARLES,ORGANIC SEARCH,02-07-2023,YEARLY,CHAIRDELUXE,FURNITURE,CHAIR,12,16-07-2021,3,5,DEGREE QUALITY CONCERN OCCUR ME NATION AND.,18,9
98,6Q7SibSeirELH/PF6P8K0Q==,99,M,EAST BETHANY,REUNION,q10EsEe4imd1Fj22LZaL63Noq+ebBYr5cZUMgDKVgfA=,5089 Samantha Way  Lisaland  WA 95584,29-07-2023,16-08-2023,ACTIVE,12,HIGH VALUE,GREENMOUTH,PAID ADS,23-08-2023,MONTHLY,JACKETFITS,CLOTHING,JACKET,667,08-11-2020,2,1,SCORE REMEMBER CONTROL TODAY.,1,0
466,FFBd6+WOvWW6yPFbALucVw==,99,F,PORT GARY,REUNION,rXqy5J6DqTxh3JGK+i/pfXNoq+ebBYr5cZUMgDKVgfA=,843 Donald Lock Suite 986  Zacharyberg  OH 79330,12-09-2022,12-11-2022,CHURNED,7,FREQUENT SHOPPER,SOUTH JERRYCHESTER,REFERRAL,28-02-2023,YEARLY,CHAIRDELUXE,FURNITURE,CHAIR,861,27-12-2021,7,1,DEEP INTEREST HAND WIFE.,5,3
622,KB/wHgC1lRU5Dy+pqQwf6ZJIuUXQnueWQj3lMX1AVOI=,99,M,EAST SARAH,REUNION,7CMHnJbpzsBekGU74SpqFnNoq+ebBYr5cZUMgDKVgfA=,7922 Hughes Expressway  Lake Peggyhaven  OH 38987,25-02-2023,18-04-2023,CHURNED,3,OCCASIONAL SHOPPER,NEW STEPHANIE,PAID ADS,26-06-2023,YEARLY,EDUCATIONALTALES,BOOKS,EDUCATIONAL,989,18-06-2023,5,2,WHEN SON IDEA DEVELOP TOWARD DEGREE READY.,4,2
31,OCnfIW7ksHiuU5X9117aeA==,99,M,DUDLEYBOROUGH,REUNION,u7tAJlMT0r1sJhGodtoO3XNoq+ebBYr5cZUMgDKVgfA=,96972 Deborah Terrace Suite 935  New Julie  GA 32965,28-01-2022,30-10-2022,CHURNED,2,OCCASIONAL SHOPPER,LAKE CHARLES,ORGANIC SEARCH,02-07-2023,YEARLY,CHAIRDELUXE,FURNITURE,CHAIR,12,16-07-2021,3,5,DEGREE QUALITY CONCERN OCCUR ME NATION AND.,18,9
98,6Q7SibSeirELH/PF6P8K0Q==,99,M,EAST BETHANY,REUNION,q10EsEe4imd1Fj22LZaL63Noq+ebBYr5cZUMgDKVgfA=,5089 Samantha Way  Lisaland  WA 95584,29-07-2023,16-08-2023,ACTIVE,12,HIGH VALUE,GREENMOUTH,PAID ADS,23-08-2023,MONTHLY,JACKETFITS,CLOTHING,JACKET,667,08-11-2020,2,1,SCORE REMEMBER CONTROL TODAY.,1,0
466,FFBd6+WOvWW6yPFbALucVw==,99,F,PORT GARY,REUNION,rXqy5J6DqTxh3JGK+i/pfXNoq+ebBYr5cZUMgDKVgfA=,843 Donald Lock Suite 986  Zacharyberg  OH 79330,12-09-2022,12-11-2022,CHURNED,7,FREQUENT SHOPPER,SOUTH JERRYCHESTER,REFERRAL,28-02-2023,YEARLY,CHAIRDELUXE,FURNITURE,CHAIR,861,27-12-2021,7,1,DEEP INTEREST HAND WIFE.,5,3
622,KB/wHgC1lRU5Dy+pqQwf6ZJIuUXQnueWQj3lMX1AVOI=,99,M,EAST SARAH,REUNION,7CMHnJbpzsBekGU74SpqFnNoq+ebBYr5cZUMgDKVgfA=,7922 Hughes Expressway  Lake Peggyhaven  OH 38987,25-02-2023,18-04-2023,CHURNED,3,OCCASIONAL SHOPPER,NEW STEPHANIE,PAID ADS,26-06-2023,YEARLY,EDUCATIONALTALES,BOOKS,EDUCATIONAL,989,18-06-2023,5,2,WHEN SON IDEA DEVELOP TOWARD DEGREE READY.,4,2
64,l0s+zlpN6f5sPjyI7OhuQA==,54,M,ROJASSHIRE,NICARAGUA,j5X0/b3obXIIRpLaEndbUnNoq+ebBYr5cZUMgDKVgfA=,402 Wallace Course  West Katherineport  VI 53571,28-02-2022,02-08-2022,CHURNED,3,OCCASIONAL SHOPPER,STACYMOUTH,PAID ADS,06-05-2023,RARELY,SNACKSBURST,GROCERY,SNACKS,73,05-01-2021,9,3,PRESENT VOICE CARRY BECOME.,15,9
64,l0s+zlpN6f5sPjyI7OhuQA==,54,M,ROJASSHIRE,NICARAGUA,j5X0/b3obXIIRpLaEndbUnNoq+ebBYr5cZUMgDKVgfA=,402 Wallace Course  West Katherineport  VI 53571,28-02-2022,02-08-2022,CHURNED,3,OCCASIONAL SHOPPER,STACYMOUTH,PAID ADS,06-05-2023,RARELY,SNACKSBURST,GROCERY,SNACKS,73,05-01-2021,9,3,PRESENT VOICE CARRY BECOME.,15,9
146,05+NyN9P9pe361iobdUT8Q==,42,M,EAST LOGAN,GUYANA,VagVDk9L1j93vC0m+R3lj3Noq+ebBYr5cZUMgDKVgfA=,7917 Nelson Cliffs Suite 174  East Teresa  MO 35942,12-12-2021,22-05-2022,CHURNED,9,FREQUENT SHOPPER,JASONBURGH,REFERRAL,15-01-2023,RARELY,FRESHVEGETABLES,GROCERY,VEGETABLES,84,29-11-2020,8,5,PRETTY FIELD TONIGHT SERVE ATTACK.,13,8
